isco08_code,occupation_title,task_score,task_exposure,task_description
7313,Jewellery and precious-metal workers,0.225,Very Low,"Creating new jewellery designs and modifying existing designs, using computers as necessary;"
7313,Jewellery and precious-metal workers,0.15,Very Low,Cutting designs in moulds or other materials to be used as models in the fabrication of metal and jewellery products;
7313,Jewellery and precious-metal workers,0.165,Very Low,Altering existing jewellery mountings in order to reposition jewels or to adjust mountings;
7313,Jewellery and precious-metal workers,0.146,Very Low,"Repairing, reshaping and restyling old jewellery or precious metal ware following designs or instructions;"
7313,Jewellery and precious-metal workers,0.1475,Very Low,"Making complete jewellery articles such as rings, necklaces, bangles, brooches and bracelets from materials such as gold, silver, platinum and precious or semi-precious stones;"
7313,Jewellery and precious-metal workers,0.25,Low,"Examining gem surfaces and internal structures, using polariscopes, refractometers, microscopes, and other optical instruments to differentiate between stones, to identify rare specimens, or to detect flaws, defects or peculiarities affecting gem values;"
7313,Jewellery and precious-metal workers,0.145,Very Low,Cutting and polishing gems and setting them in jewellery articles;
7313,Jewellery and precious-metal workers,0.15,Very Low,"Engraving or embossing letters, designs or decorative lines on jewellery and precious metal ware;"
7313,Jewellery and precious-metal workers,0.125,Very Low,"Grinding, drilling and finishing jewel bearings for use in precision instruments such as compasses and chronometers;"
7313,Jewellery and precious-metal workers,0.285,Low,"Examining assembled or finished products to ensure conformance to specifications, using magnifying glasses or precision measuring instruments."
7314,Potters and related workers,0.1225,Very Low,Making articles of pottery and porcelain;
7314,Potters and related workers,0.13,Very Low,Making clay or plaster-of-Paris moulds;
7314,Potters and related workers,0.335,Low,Reading technical drawings to know customer’s requirements;
7314,Potters and related workers,0.13,Very Low,"Forming articles on potter's wheel by pressing thumbs into centres of revolving clay to form hollows, and press on the inside and outside of emerging clay cylinders with hands and fingers, gradually raising and shaping clay to desired forms and sizes;"
7314,Potters and related workers,0.15,Very Low,Adjusting wheel speeds according to the feel of the clay as pieces enlarge and walls become thinner;
7314,Potters and related workers,0.1475,Very Low,"Operating jigger machines to form ceramic ware, such as bowls, cups, plates and saucers;"
7314,Potters and related workers,0.24,Very Low,"Adjusting and setting controls of pug mill that mix, extrudes, cuts, and deposits clay charges in or over moulds as specified;"
7314,Potters and related workers,0.1,Very Low,"Smoothening surfaces of finished pieces, using rubber scrapers and wet sponges;"
7314,Potters and related workers,0.15,Very Low,Forming abrasive wheels by moulding and pressing an abrasive mixture by hand or by machine;
7314,Potters and related workers,0.19,Very Low,"Examining finished ware for defects verifying accuracy of shapes and sizes of objects, using callipers and templates;"
7314,Potters and related workers,0.2625,Low,"Preparing work for sale or exhibition, and maintaining relationships with retail, pottery, art and resource networks that can facilitate sale or exhibition of work."
7315,"Glass makers, cutters, grinders and finishers",0.175,Very Low,"Heating glass to pliable stage using gas flames or ovens, and rotating glass to heat it uniformly;"
7315,"Glass makers, cutters, grinders and finishers",0.15,Very Low,"Blowing and bending glass tubing into specified shapes to form scientific apparatus such as flasks, retorts and pipettes;"
7315,"Glass makers, cutters, grinders and finishers",0.14,Very Low,"Grinding and polishing glass objects or parts to correct defects or to prepare surfaces for further finishing and smoothing and polishing rough edges, using belt sander or polishing wheels;"
7315,"Glass makers, cutters, grinders and finishers",0.2,Very Low,"Examining glass stock and finished products and marking or discarding items with defects such as spots, stains, scars, snags, chips, scratches, or unacceptable shapes or finishes;"
7315,"Glass makers, cutters, grinders and finishers",0.25,Low,"Reading work orders to determine dimensions, cutting locations and quantities to cut;"
7315,"Glass makers, cutters, grinders and finishers",0.2925,Low,"Observing gauges, computer printouts and video monitors to verify specified processing conditions and make adjustments as necessary;"
7315,"Glass makers, cutters, grinders and finishers",0.1425,Very Low,"Positioning pattern or drawing on glass, measuring dimensions, and marking cutting lines, using glass cutting tools and cutting glass along marked outlines or around pattern;"
7315,"Glass makers, cutters, grinders and finishers",0.1475,Very Low,"Setting up, operating and adjusting computerized or robotic glass cutting equipment;"
7315,"Glass makers, cutters, grinders and finishers",0.265,Low,"Inspecting, weighing and measuring products to verify conformance to specifications, using instruments such as micrometers, callipers, magnifiers and rulers;"
7315,"Glass makers, cutters, grinders and finishers",0.24,Very Low,Regulating oven temperatures according to glass types to be processed;
7315,"Glass makers, cutters, grinders and finishers",0.165,Very Low,"Transferring pattern for individual stained glass parts from full size drawing to pattern paper, using stylus to trace drawings;"
7315,"Glass makers, cutters, grinders and finishers",0.1375,Very Low,"Spraying silver solution on glass to provide mirrored surface, using spray gun;"
7315,"Glass makers, cutters, grinders and finishers",0.12,Very Low,Laying out cutting and grinding optical and other glass to specified dimensions and weight for moulding into lens blanks and for use as watch crystals.
7316,"Sign writers, decorative painters, engravers and etchers",0.145,Very Low,"Painting decorative freehand designs on objects, such as pottery, glass, cigarette cases, lampshades;"
7316,"Sign writers, decorative painters, engravers and etchers",0.141,Very Low,Transferring from paper transfers decorative or ornamental designs on articles;
7316,"Sign writers, decorative painters, engravers and etchers",0.465,Low,"Integrating and developing visual elements, such as line, space, mass, colour, and perspective, in order to produce desired effects such as the illustration of ideas, emotions or moods;"
7316,"Sign writers, decorative painters, engravers and etchers",0.19,Very Low,"Laying out and painting in one or more languages letters, figures, monograms and designs to make signs;"
7316,"Sign writers, decorative painters, engravers and etchers",0.15,Very Low,Sketching or tracing design or lettering onto work piece or pattern material to prepare pattern or stencil;
7316,"Sign writers, decorative painters, engravers and etchers",0.20625,Very Low,"Designing pattern or lettering to paint work pieces such as signs, glassware, pottery or zinc plates;"
7316,"Sign writers, decorative painters, engravers and etchers",0.1625,Very Low,Using software and routing equipment to produce three-dimensional Carved images for application onto larger signage as well as engraved and inlaid signs;
7316,"Sign writers, decorative painters, engravers and etchers",0.185,Very Low,"Designing and producing normal flat cut lettering, or lettering that is shadowed with applied vinyl or lettering that is ready cut for  application;"
7316,"Sign writers, decorative painters, engravers and etchers",0.19,Very Low,"Writing, painting or printing signs or show cards used for display or other purposes;"
7316,"Sign writers, decorative painters, engravers and etchers",0.1175,Very Low,"Cutting out letters and signs for display purposes from wallboard or cardboard, by hand or machines such as electrically powered jigsaw or bandsaw;"
7316,"Sign writers, decorative painters, engravers and etchers",0.16,Very Low,"Examining sketches, diagrams, samples, blueprints, or photographs to decide how designs are to be etched, cut or engraved onto work pieces;"
7316,"Sign writers, decorative painters, engravers and etchers",0.1525,Very Low,"Measuring and computing dimensions of lettering, designs, or patterns to be engraved;"
7316,"Sign writers, decorative painters, engravers and etchers",0.145,Very Low,"Engraving and printing patterns, ornamental designs, etchings, trademarks, figures or lettering onto flat or curved surfaces of a wide variety of metal, glass, plastic, or ceramic items;"
7316,"Sign writers, decorative painters, engravers and etchers",0.16625,Very Low,"Etching decorative designs, calibration markings and other figures on glass articles."
7317,"Handicraft workers in wood, basketry and related materials",0.1175,Very Low,"Preparing wood, straw, rattan, reeds, shells, or similar materials;"
7317,"Handicraft workers in wood, basketry and related materials",0.14,Very Low,Carving floral and artistic designs on wooden surfaces for decorative purposes;
7317,"Handicraft workers in wood, basketry and related materials",0.1475,Very Low,Painting freehand decorative designs on glass and pottery or porcelain ware;
7317,"Handicraft workers in wood, basketry and related materials",0.1475,Very Low,"Carving, assembling, weaving, painting and decorating various articles for personal or household use such as salad bowls, serving-spoons, cutting-boards, trays, vases, jugs, baskets, straw hats, straw mats and similar objects;"
7317,"Handicraft workers in wood, basketry and related materials",0.1475,Very Low,"Carving, assembling, weaving and painting various decorative articles such as statues and other sculptures, chess pieces, jewellery and similar objects;"
7317,"Handicraft workers in wood, basketry and related materials",0.14,Very Low,"Making wicker furniture from peeled and softened rattan, reeds, rushes, willow branches and similar materials;"
7317,"Handicraft workers in wood, basketry and related materials",0.145,Very Low,"Making various kinds of baskets by interlacing osier, rattan, reeds, rushes or similar materials;"
7317,"Handicraft workers in wood, basketry and related materials",0.12875,Very Low,"Forming bottom of basket by interlacing strips of rattan, wood veneer or other material with framework of rods of material such as willow;"
7317,"Handicraft workers in wood, basketry and related materials",0.125,Very Low,Inserting rods around edge of bottom between woven sections of bottom and bending them upright to serve as framework for sides;
7317,"Handicraft workers in wood, basketry and related materials",0.1375,Very Low,"Selecting and preparing brush materials, such as bristles, nylon, fibres and wire, and setting them in brush base;"
7317,"Handicraft workers in wood, basketry and related materials",0.115,Very Low,"Selecting and preparing materials, such as broom corn, bass, whisker and fibre, and fastening them to broom handles."
7318,"Handicraft workers in textile, leather and related materials",0.15,Very Low,"Spinning and dyeing with natural dyestuffs, wool, cotton and other fibres;"
7318,"Handicraft workers in textile, leather and related materials",0.1425,Very Low,"Lace-making and weaving, knitting or embroidering various garments and articles for household use;"
7318,"Handicraft workers in textile, leather and related materials",0.15,Very Low,"Preparing and dyeing hides with natural dyestuffs and making traditional footwear or handbags, belts and other accessories;"
7318,"Handicraft workers in textile, leather and related materials",0.12,Very Low,Spinning and winding yarn by hand;
7318,"Handicraft workers in textile, leather and related materials",0.11,Very Low,Drawing warp threads into loom by hand;
7318,"Handicraft workers in textile, leather and related materials",0.135,Very Low,"Weaving plain or figured cloth, tapestry, lace, carpet or other fabrics on hand looms;"
7318,"Handicraft workers in textile, leather and related materials",0.14,Very Low,Making carpets by using a knotting technique;
7318,"Handicraft workers in textile, leather and related materials",0.135,Very Low,Knitting garments and other articles on hand-operated machine or by hand;
7318,"Handicraft workers in textile, leather and related materials",0.11,Very Low,Crocheting or making braid by hand;
7318,"Handicraft workers in textile, leather and related materials",0.135,Very Low,Making nets by hand;
7318,"Handicraft workers in textile, leather and related materials",0.2125,Very Low,Grading and classifying natural textile fibres;
7318,"Handicraft workers in textile, leather and related materials",0.0825,Very Low,Washing wool fibres;
7318,"Handicraft workers in textile, leather and related materials",0.1175,Very Low,Cleaning and fluffing textile fibres;
7318,"Handicraft workers in textile, leather and related materials",0.125,Very Low,"Forming fibres into sliver, combing them, combining sliver into sliver laps or forming sliver into rove."
7321,Pre-press technicians,0.285,Low,"Operating graphic cameras and other photographic equipment to reproduce camera-ready copy onto films, plates and digital output devices;"
7321,Pre-press technicians,0.685,Medium,"Using computer applications to generate images, text, layouts and impositions for print and other visual media displays;"
7321,Pre-press technicians,0.235,Very Low,"Operating plate making equipment to reproduce images from film to printing plates, digital output devices and presses;"
7321,Pre-press technicians,0.415,Low,"Operating computer screen-based equipment for scanning, colour separation, colour correction, masking, creative design, combining, imposing, retouching, and other processes used to transfer copy to film and produce film for plate, digital output and cylinder productions;"
7321,Pre-press technicians,0.24,Very Low,"Carrying out digital and chemical proofing from digital systems, and negative and positive films;"
7321,Pre-press technicians,0.6645,Medium,"Evaluating printed proofs, checking and correcting them for quality;"
7321,Pre-press technicians,0.15,Very Low,"Preparing and exposing carbon tissue for laying on cylinders by transfer method, and developing images."
7322,Printers,0.27,Low,"Setting, adjusting and monitoring substrate-feed mechanisms, delivery mechanisms, inking systems and other printing machine functions;"
7322,Printers,0.265,Low,"Mixing ink and solvents to standard, and regulating paper and ink supply during print runs;"
7322,Printers,0.345,Low,"Monitoring, evaluating and determining press to check print quality standards against proofs and detect malfunctions;"
7322,Printers,0.26,Low,"Producing a variety of printed products using relief, lithographic, flexographic and gravure printing presses, and in-line finishing systems;"
7322,Printers,0.15,Very Low,"Preparing plates, blankets and impression cylinders on small offset lithographic printing presses;"
7322,Printers,0.08,Very Low,Loading paper into feeding mechanisms;
7322,Printers,0.31,Low,Monitoring machine operations and quality of printing;
7322,Printers,0.15,Very Low,"Maintaining, adjusting, repairing and cleaning machines;"
7322,Printers,0.415,Low,"Producing digital print images, and transferring and outputting images."
7323,Print finishing and binding workers,0.285,Low,Setting up and supervising the operation of automatic binding and finishing equipment;
7323,Print finishing and binding workers,0.125,Very Low,"Binding full, half and limp-bound books, and repairing bindings;"
7323,Print finishing and binding workers,0.14,Very Low,"Folding, collating and sewing signatures by machine and hand;"
7323,Print finishing and binding workers,0.175,Very Low,"Operating paper guillotines for pre-press and post-press paper cutting and trimming, and programming electronically operated units;"
7323,Print finishing and binding workers,0.185,Very Low,"Operating systems to insert printed material into newspapers, magazines and envelopes;"
7323,Print finishing and binding workers,0.265,Low,Embellishing printed products automatically and manually;
7323,Print finishing and binding workers,0.365,Low,Operating photographic and electronic reproduction devices.
7411,Building and related electricians,0.18,Very Low,"Installing, maintaining and repairing electrical wiring systems and related equipment in various buildings such as schools, hospitals, commercial establishments, residential buildings and other structures;"
7411,Building and related electricians,0.2825,Low,"Examining blueprints, wiring diagrams and specifications to determine sequences and methods of operation;"
7411,Building and related electricians,0.195,Very Low,"Planning layout and installation of electrical wiring, equipment and fixtures, based on job specifications and relevant standards;"
7411,Building and related electricians,0.2025,Very Low,"Inspecting electrical systems, equipment and components to identify hazards, defects and the need for adjustment or repair;"
7411,Building and related electricians,0.135,Very Low,"Selecting, cutting and connecting wire and cable to terminals and connectors;"
7411,Building and related electricians,0.1375,Very Low,Measuring and laying out installation reference points;
7411,Building and related electricians,0.1375,Very Low,Positioning and installing electrical switchboards;
7411,Building and related electricians,0.26,Low,Testing continuity of circuit.
7412,Electrical mechanics and fitters,0.155,Very Low,"Fitting, adjusting and repairing various kinds of electrical machinery and motors, generators, switchgear and control apparatus, instruments, or electrical parts of elevators and related equipment;"
7412,Electrical mechanics and fitters,0.1625,Very Low,"Fitting, adjusting and repairing electrical parts in domestic appliances, industrial machines and other appliances;"
7412,Electrical mechanics and fitters,0.284,Low,Inspecting and testing manufactured electrical products;
7412,Electrical mechanics and fitters,0.205,Very Low,"Installing, testing, connecting, commissioning, maintaining and modifying electrical equipment, wiring and control systems;"
7412,Electrical mechanics and fitters,0.135,Very Low,"Designing, installing, maintaining, servicing and repairing electric and hydraulic passenger and freight lifts, escalators, moving walkways and other lift equipment;"
7412,Electrical mechanics and fitters,0.14,Very Low,Connecting electrical systems to power supply;
7412,Electrical mechanics and fitters,0.14,Very Low,Replacing and repairing defective parts.
7413,Electrical line installers and repairers,0.14,Very Low,Installing and repairing overhead and underground electrical power and electrical traction lines;
7413,Electrical line installers and repairers,0.12,Very Low,Making joints in overhead and underground cables;
7413,Electrical line installers and repairers,0.225,Very Low,"Adhering to safety practices and procedures, such as checking equipment regularly and erecting barriers around work areas;"
7413,Electrical line installers and repairers,0.11,Very Low,Opening switches or attaching grounding devices to remove electrical hazards from disturbed or fallen lines or to facilitate repairs;
7413,Electrical line installers and repairers,0.0575,Very Low,Climbing poles or using truck-mounted buckets to access equipment;
7413,Electrical line installers and repairers,0.27,Low,"Identifying defective sectionalizing devices, circuit breakers, fuses, voltage regulators, transformers, switches, relays or wiring, using wiring diagrams and electrical-testing instruments."
7421,Electronics mechanics and servicers,0.265,Low,"Examining and testing machines, instruments, components, control systems and other electronic equipment to identify faults;"
7421,Electronics mechanics and servicers,0.135,Very Low,"Adjusting, repairing and replacing worn and defective parts and wiring, and maintaining machines, equipment and instruments;"
7421,Electronics mechanics and servicers,0.165,Very Low,"Reassembling, test operating and adjusting equipment;"
7421,Electronics mechanics and servicers,0.235,Very Low,Installing electronic instruments and control systems;
7421,Electronics mechanics and servicers,0.26,Low,"Coordinating work with that of engineers, technicians and other maintenance personnel;"
7421,Electronics mechanics and servicers,0.3125,Low,Interpreting test data to diagnose malfunctions and systemic performance problems;
7421,Electronics mechanics and servicers,0.1575,Very Low,"Installing, adjusting, repairing or replacing electrical and electronic components, assemblies and systems using hand tools, power tools or soldering irons;"
7421,Electronics mechanics and servicers,0.1475,Very Low,"Connecting components to assemblies such as radio systems, instruments, magnetos, inverters and in-flight refuelling systems;"
7421,Electronics mechanics and servicers,0.55,Medium,Keeping records of maintenance and repair work.
7422,Information and communications technology installers and servicers,0.3,Low,"Maintaining, troubleshooting, testing and repairing computers, data transmission equipment and computer peripherals;"
7422,Information and communications technology installers and servicers,0.1575,Very Low,Fitting and adjusting computer hardware;
7422,Information and communications technology installers and servicers,0.3,Low,"Installing, maintaining, repairing and diagnosing malfunctions of microwave, telemetry, multiplexing, satellite and other radio and electromagnetic wave communications systems;"
7422,Information and communications technology installers and servicers,0.5075,Medium,"Providing technical advice and information, and monitoring the performance of complex telecommunications networks and equipment;"
7422,Information and communications technology installers and servicers,0.14,Very Low,"Installing and repairing cabling for computer, radio, telephone and television transmission;"
7422,Information and communications technology installers and servicers,0.1325,Very Low,"Joining telecommunications and data cables, and sealing sheathes;"
7422,Information and communications technology installers and servicers,0.135,Very Low,"Installing, maintaining and repairing antennae used in communications."
7511,"Butchers, fishmongers and related food preparers",0.0775,Very Low,Slaughtering animals;
7511,"Butchers, fishmongers and related food preparers",0.0875,Very Low,Flaying and trimming carcasses;
7511,"Butchers, fishmongers and related food preparers",0.135,Very Low,"Boning, cutting and dressing meat and fish for sale or further processing;"
7511,"Butchers, fishmongers and related food preparers",0.15,Very Low,"Preparing ingredients and making sausages and similar products using chopping, mixing and shaping machines;"
7511,"Butchers, fishmongers and related food preparers",0.1425,Very Low,"Curing meat, fish and other foods;"
7511,"Butchers, fishmongers and related food preparers",0.1275,Very Low,"Operating smokehouses or ovens to smoke meat, fish and other foodstuffs;"
7511,"Butchers, fishmongers and related food preparers",0.12,Very Low,"Cooking or in other ways preparing meat, fish and related food items for sale;"
7511,"Butchers, fishmongers and related food preparers",0.1625,Very Low,"Selling meat or fish to customers, including wrapping, weighing and labelling products, and receiving payment."
7512,"Bakers, pastry-cooks and confectionery makers",0.14,Very Low,"Making bread, cakes, biscuits, pastries, pies and other flour products;"
7512,"Bakers, pastry-cooks and confectionery makers",0.165,Very Low,"Making handmade confectionery from mixtures of sugar, chocolate and other ingredients using hand tools and some machines;"
7512,"Bakers, pastry-cooks and confectionery makers",0.135,Very Low,"Combining measured ingredients in bowls of mixing, blending or cooking machinery;"
7512,"Bakers, pastry-cooks and confectionery makers",0.3525,Low,Checking the quality of raw materials to ensure that standards and specifications are met;
7512,"Bakers, pastry-cooks and confectionery makers",0.12,Very Low,"Applying glazes, icings or other toppings to baked goods, using spatulas or brushes;"
7512,"Bakers, pastry-cooks and confectionery makers",0.185,Very Low,Checking the cleanliness of equipment and operation of premises before production runs to ensure compliance with occupational health and safety regulations;
7512,"Bakers, pastry-cooks and confectionery makers",0.125,Very Low,Monitoring oven temperatures and product appearance to determine baking times;
7512,"Bakers, pastry-cooks and confectionery makers",0.13,Very Low,"Coordinating the forming, loading, baking, unloading, de-panning and cooling of batches of bread, rolls, pastry and confectionary products."
7513,Dairy-products makers,0.145,Very Low,Boiling or pasteurizing milk to achieve specified butter fat content;
7513,Dairy-products makers,0.125,Very Low,Separating cream from milk and churning cream into butter;
7513,Dairy-products makers,0.1425,Very Low,Dumping measured amounts of starter and other ingredients into milk;
7513,Dairy-products makers,0.145,Very Low,"Curdling milk, heating curd until it reaches desired firmness, draining curd and placing cheese into moulds to press it into shape;"
7513,Dairy-products makers,0.1075,Very Low,Salting cheese and piercing or smearing cheese with cultured wash to develop mould growth;
7513,Dairy-products makers,0.135,Very Low,Placing and turning cheese blocks on shelves to cure cheese;
7513,Dairy-products makers,0.31,Low,"Monitoring product quality before packaging by inspecting, taking samples and adjusting treatment conditions when necessary;"
7513,Dairy-products makers,0.61,Medium,"Recording amounts of ingredients used, test results, and time cycles."
7514,"Fruit, vegetable and related preservers",0.15,Very Low,Extracting juices from various fruits;
7514,"Fruit, vegetable and related preservers",0.1,Very Low,"Extracting oils from oil-bearing seeds, nuts or fruits;"
7514,"Fruit, vegetable and related preservers",0.14,Very Low,"Cooking, salting or drying fruit, vegetables and related foods;"
7514,"Fruit, vegetable and related preservers",0.2125,Very Low,"Mixing and adding ingredients such as pectin, sugar, spices and vinegar to assist preservation and enhance texture, appearance and flavour;"
7514,"Fruit, vegetable and related preservers",0.1375,Very Low,"Transferring preserved foods to sterile jars, bottles or other containers."
7515,Food and beverage tasters and graders,0.195,Very Low,"Inspecting, testing, tasting and smelling agricultural products, food and beverages at various stages of processing;"
7515,Food and beverage tasters and graders,0.3675,Low,"Determining quality, acceptability to consumer tastes and approximate value of products, and grading them into appropriate classes;"
7515,Food and beverage tasters and graders,0.25,Low,Discarding inferior products;
7515,Food and beverage tasters and graders,0.55,Medium,"Recording the grade and/or identification numbers on tags, receiving, or sales sheets;"
7515,Food and beverage tasters and graders,0.165,Very Low,Weighing and measuring products.
7516,Tobacco preparers and tobacco products makers,0.215,Very Low,"Grading cured tobacco leaves by type, quality and locality where grown;"
7516,Tobacco preparers and tobacco products makers,0.175,Very Low,Mixing tobacco leaves according to formula to obtain a blend of distinct flavour;
7516,Tobacco preparers and tobacco products makers,0.15,Very Low,Tending vacuum container which moistens tobacco for further processing;
7516,Tobacco preparers and tobacco products makers,0.075,Very Low,Removing midribs and stalks from tobacco leaves and shredding tobacco;
7516,Tobacco preparers and tobacco products makers,0.1025,Very Low,"Making cigars, cigarettes, snuff and other tobacco products by hand or with simple machines."
7521,Wood treaters,0.14375,Very Low,"Operating and tending kilns, treating tanks and other equipment to dry lumber, prepare and season wood and other wood products, and to impregnate wood products with preservatives;"
7521,Wood treaters,0.2875,Low,"Monitoring equipment operation, gauges, and panel lights in order to detect deviations from standards and to ensure that processes are operating according to specifications;"
7521,Wood treaters,0.1925,Very Low,"Operating valves to admit treating solution into treatment vessels, maintain specified heat, vacuum and hydraulic pressure and level of solution during each phase of treatment cycle;"
7521,Wood treaters,0.15,Very Low,Activating vacuum and hydraulic pressure pumps that remove air and steam from retort and force treating solution into pores of wood to accelerate treatment process;
7521,Wood treaters,0.1575,Very Low,Assisting in maintaining processing equipment and machines as required;
7521,Wood treaters,0.1475,Very Low,"Cleaning, lubricating and adjusting equipment;"
7521,Wood treaters,0.14,Very Low,"Transporting materials and products to and from work areas, manually or using carts, handtrucks, or hoists;"
7521,Wood treaters,0.5775,Medium,Completing and maintaining production reports.
7522,Cabinet-makers and related workers,0.1375,Very Low,"Operating woodworking machines, such as power saws, jointers, mortisers and shapers, and using hand tools to cut, shape and form parts and components;"
7522,Cabinet-makers and related workers,0.2875,Low,"Studying plans, verifying dimensions of articles to be made, or preparing specifications and checking the quality and fit of pieces in order to ensure adherence to specifications;"
7522,Cabinet-makers and related workers,0.145,Very Low,"Trimming joints and fitting parts and subassemblies together to form complete units using glue and clamps, and reinforcing joints using nails, screws or other fasteners;"
7522,Cabinet-makers and related workers,0.15125,Very Low,"Making, restyling and repairing various wooden articles, such as cabinets, furniture, vehicles, scale models, sports equipment and other parts or products;"
7522,Cabinet-makers and related workers,0.1475,Very Low,"Decorating furniture and fixtures by inlaying wood, applying veneer and carving designs;"
7522,Cabinet-makers and related workers,0.105,Very Low,Finishing surfaces of wooden articles or furniture.
7523,Woodworking-machine tool setters and operators,0.15,Very Low,"Setting-up, programming, operating and monitoring several types of woodworking machines for sawing, shaping, boring, drilling, planing, pressing, turning, sanding or carving to fabricate or repair wooden parts for furniture, fixtures and other wooden products;"
7523,Woodworking-machine tool setters and operators,0.14,Very Low,"Operating preset special-purpose woodworking machines to fabricate wooden products such as coat hangers, mop handles, clothes pins and other products;"
7523,Woodworking-machine tool setters and operators,0.1525,Very Low,"Selecting knives, saws, blades, cutter heads, cams, bits or belts according to work piece, machine functions and product specifications;"
7523,Woodworking-machine tool setters and operators,0.15,Very Low,"Installing and adjusting blades, cutter heads, boring-bits and sanding-belts, and using hand tools and rules;"
7523,Woodworking-machine tool setters and operators,0.165,Very Low,Setting and adjusting various kinds of woodworking machines for operation by others;
7523,Woodworking-machine tool setters and operators,0.54,Medium,Reading and interpreting specifications or following verbal instructions.
7531,"Tailors, dressmakers, furriers and hatters",0.135,Very Low,"Making overcoats, suits, skirts, shirts, blouses, lingerie, corsetry, hats, wigs and similar garments, often to clients' individual requirements;"
7531,"Tailors, dressmakers, furriers and hatters",0.155,Very Low,"Selecting textile fabrics, leather or fur pelts matching the desired size, colour, texture, and quality of the garment; cutting to shape them to garment pattern and arranging them on pattern according to the design of the garment;"
7531,"Tailors, dressmakers, furriers and hatters",0.15,Very Low,"Making garment style changes, such as tapering trouser legs, narrowing lapels, and adding or removing padding;"
7531,"Tailors, dressmakers, furriers and hatters",0.3,Low,Selecting and modifying commercial patterns to customers' and clothing manufacturers' specifications and fit;
7531,"Tailors, dressmakers, furriers and hatters",0.1125,Very Low,"Fitting, altering and repairing tailored clothing, dresses, coats and other made-to-measure garments according to customers' requests;"
7531,"Tailors, dressmakers, furriers and hatters",0.1375,Very Low,"Making and caring for costumes used in theatrical, television and motion picture productions;"
7531,"Tailors, dressmakers, furriers and hatters",0.135,Very Low,"Folding, twisting and draping material, such as satin or silk, or sewing ribbon or cloth in the form of artificial flowers or bows around crown and brim to shape and decorate hats;"
7531,"Tailors, dressmakers, furriers and hatters",0.12,Very Low,"Sewing, and fastening together materials and hair strands to make wigs;"
7531,"Tailors, dressmakers, furriers and hatters",0.095,Very Low,Blending shades of hair to give natural appearance to wigs and arranging woven hair in specified position and sewing hair together to form hairpiece;
7531,"Tailors, dressmakers, furriers and hatters",0.12,Very Low,"Making, altering, restyling and repairing fur garments and other fur articles;"
7531,"Tailors, dressmakers, furriers and hatters",0.145,Very Low,"Reclaiming furs or skins from old coats, gluing fabric to interior of fur coats and trimming  fur garments."
7532,Garment and related pattern-makers and cutters,0.15,Very Low,"Creating a master pattern for each size within a range of garment sizes, using charts, drafting instruments, computers, and/or grading devices;"
7532,Garment and related pattern-makers and cutters,0.25,Low,Creating the blueprint or pattern pieces for a particular apparel design with the aid of a computer;
7532,Garment and related pattern-makers and cutters,0.25,Low,"Calculating dimensions of patterns according to sizes, considering stretching of material;"
7532,Garment and related pattern-makers and cutters,0.22,Very Low,"Drawing details on outlined parts to indicate where parts are to be joined, as well as the positions of pleats, pockets, buttonholes on garments, decorative stitching on shoe parts or eyelets on canvas products using computers or drafting instruments;"
7532,Garment and related pattern-makers and cutters,0.1525,Very Low,Positioning templates or measuring materials to locate specified points of cuts or to obtain maximum yields and mark fabric accordingly;
7532,Garment and related pattern-makers and cutters,0.135,Very Low,Laying out master pattern on fabric and cutting sample pattern;
7532,Garment and related pattern-makers and cutters,0.165,Very Low,Testing patterns by making and fitting sample garments;
7532,Garment and related pattern-makers and cutters,0.14,Very Low,"Placing patterns on top of layers of fabric and cutting fabric following patterns, using electric or manual knives, cutters or computer numerically controlled cutting devices;"
7532,Garment and related pattern-makers and cutters,0.14,Very Low,Cutting fabric or fur pelts to make parts for garments and other fur articles;
7532,Garment and related pattern-makers and cutters,0.13,Very Low,"Trimming excess material or cutting threads off finished products, such as cutting loose ends of a finished product;"
7532,Garment and related pattern-makers and cutters,0.135,Very Low,"Positioning leather on cutting bed of machine, maximizing usage according to skin grain, skin flaws and skin stretch;"
7532,Garment and related pattern-makers and cutters,0.15,Very Low,"Performing patternmaking, marking and cutting tasks in the manufacture of other products such as soft furnishings and canvas goods."
7533,"Sewing, embroidery and related workers",0.0975,Very Low,"Repairing defective or damaged portion of cloth or garment by hand, using matching thread and needle;"
7533,"Sewing, embroidery and related workers",0.1,Very Low,"Removing stitches from garments to be altered, using rippers or razor blades;"
7533,"Sewing, embroidery and related workers",0.135,Very Low,Selecting thread according to specifications or colour of parts or dyeing thread to match colour and shade of cloth to be darned;
7533,"Sewing, embroidery and related workers",0.085,Very Low,"Patching holes, sewing tears and ripped seams, or darning defects in items, using needles and thread;"
7533,"Sewing, embroidery and related workers",0.1275,Very Low,"Pulling knots to the wrong sides of garments, using hooks;"
7533,"Sewing, embroidery and related workers",0.135,Very Low,Trimming ends with scissors to make mended portion look uniform with pattern of cloth;
7533,"Sewing, embroidery and related workers",0.135,Very Low,"Sewing ornamental designs by hand over stamped, printed or stencilled patterns on fabric using needle and coloured thread;"
7533,"Sewing, embroidery and related workers",0.141,Very Low,Embroidering ornamental designs on cloth by hand or machine using needle and coloured threads;
7533,"Sewing, embroidery and related workers",0.115,Very Low,Softening leather or shoe material with water to prepare it for sewing;
